Origin,Destination,Route
Cửa hàng Điện máy X,Trường Tiểu học Chợ Lớn,"['Đường Lý Tự Trọng' 'Đường Lê Văn Sỹ' 'Đường Tô Hiệu' 'Đường Đồng Khởi'
 'Đường Bạch Đằng' 'Đường Trường Chinh' 'Đường Nguyễn Văn Quá' 'Đường 3/2'
 'Đường Lý Thường Kiệt' 'Đường Lê Lợi' 'Đường Pasteur'
 'Đường Trần Hưng Đạo']"
Cửa hàng Điện máy X,Trường Trung học Chợ Lớn,"['Đường Nguyễn Văn Linh' 'Đường Lý Tự Trọng' 'Đường Lê Văn Sỹ'
 'Đường Đồng Khởi' 'Đường Tô Hiệu' 'Đường Trần Hưng Đạo'
 'Đường Nguyễn Văn Quá' 'Đường Pasteur' 'Đường Cách Mạng Tháng Tám'
 'Đường Trường Chinh' 'Đường Lê Lợi' 'Đường 3/2' 'Đường Cái Vạn'
 'Đường Bạch Đằng']"
Cửa hàng Điện máy X,Trạm xe buýt Quận 5,"['Đường Cái Vạn' 'Đường Bạch Đằng' 'Đường Trần Hưng Đạo'
 'Đường Nguyễn Văn Quá' 'Đường Tô Hiệu' 'Đường Đồng Khởi'
 'Đường Lý Thường Kiệt' 'Đường Lê Lợi' 'Đường Nguyễn Văn Linh'
 'Đường Pasteur' 'Đường Lê Văn Sỹ' 'Đường 3/2' 'Đường Lý Tự Trọng'
 'Đường Trường Chinh']"
Cửa hàng Điện máy X,Đền Bà Thiên Hậu,"['Đường Trần Hưng Đạo' 'Đường Trường Chinh' 'Đường Đồng Khởi'
 'Đường Nguyễn Văn Quá' 'Đường Bạch Đằng' 'Đường Lý Tự Trọng'
 'Đường Pasteur' 'Đường 3/2' 'Đường Nguyễn Văn Linh' 'Đường Lê Lợi'
 'Đường Cái Vạn' 'Đường Lê Văn Sỹ']"
Cửa hàng Điện máy X,Đền Vua,"['Đường Lý Tự Trọng' 'Đường Lê Lợi' 'Đường Lý Thường Kiệt'
 'Đường Nguyễn Văn Quá' 'Đường Bạch Đằng' 'Đường 3/2' 'Đường Trường Chinh'
 'Đường Cách Mạng Tháng Tám' 'Đường Tô Hiệu' 'Đường Lê Văn Sỹ'
 'Đường Pasteur']"
Ngã tư Lê Văn Sỹ,Bưu điện Chợ Lớn,"['Đường Đồng Khởi' 'Đường Tô Hiệu' 'Đường Cách Mạng Tháng Tám' 'Đường 3/2'
 'Đường Lý Tự Trọng' 'Đường Bạch Đằng' 'Đường Lê Văn Sỹ' 'Đường Lê Lợi'
 'Đường Trường Chinh' 'Đường Nguyễn Văn Quá' 'Đường Trần Hưng Đạo'
 'Đường Lý Thường Kiệt']"
Ngã tư Lê Văn Sỹ,Bảo tàng Quận 5,"['Đường 3/2' 'Đường Cách Mạng Tháng Tám' 'Đường Trường Chinh'
 'Đường Lý Thường Kiệt' 'Đường Đồng Khởi' 'Đường Lê Lợi'
 'Đường Nguyễn Văn Linh' 'Đường Trần Hưng Đạo' 'Đường Bạch Đằng'
 'Đường Pasteur' 'Đường Nguyễn Văn Quá' 'Đường Lý Tự Trọng']"
Ngã tư Lê Văn Sỹ,Bệnh viện Quận 5,"['Đường 3/2' 'Đường Lý Tự Trọng' 'Đường Nguyễn Văn Quá' 'Đường Lê Văn Sỹ'
 'Đường Lý Thường Kiệt' 'Đường Tô Hiệu' 'Đường Trần Hưng Đạo'
 'Đường Trường Chinh' 'Đường Bạch Đằng']"
Ngã tư Lê Văn Sỹ,Chợ Bình Tây,"['Đường Pasteur' 'Đường Cái Vạn' 'Đường 3/2' 'Đường Nguyễn Văn Linh'
 'Đường Đồng Khởi' 'Đường Lê Lợi' 'Đường Tô Hiệu' 'Đường Nguyễn Văn Quá'
 'Đường Cách Mạng Tháng Tám' 'Đường Trường Chinh' 'Đường Lý Thường Kiệt']"
Ngã tư Lê Văn Sỹ,Chợ Bình Đông,"['Đường Nguyễn Văn Linh' 'Đường Cách Mạng Tháng Tám' 'Đường Bạch Đằng'
 'Đường 3/2' 'Đường Lý Tự Trọng' 'Đường Tô Hiệu' 'Đường Nguyễn Văn Quá'
 'Đường Lý Thường Kiệt' 'Đường Lê Lợi' 'Đường Lê Văn Sỹ' 'Đường Đồng Khởi'
 'Đường Trần Hưng Đạo' 'Đường Cái Vạn' 'Đường Pasteur']"
Ngã tư Lê Văn Sỹ,Công viên District 5,"['Đường 3/2' 'Đường Lý Tự Trọng' 'Đường Pasteur' 'Đường Cái Vạn'
 'Đường Lê Văn Sỹ' 'Đường Trường Chinh' 'Đường Nguyễn Văn Linh'
 'Đường Đồng Khởi' 'Đường Tô Hiệu' 'Đường Lê Lợi' 'Đường Nguyễn Văn Quá'
 'Đường Lý Thường Kiệt']"
Ngã tư Lê Văn Sỹ,Cửa hàng Điện máy X,"['Đường Trần Hưng Đạo' 'Đường Cách Mạng Tháng Tám' 'Đường Pasteur'
 'Đường Trường Chinh' 'Đường Bạch Đằng' 'Đường Đồng Khởi'
 'Đường Nguyễn Văn Linh' 'Đường Tô Hiệu' 'Đường Lý Tự Trọng' 'Đường 3/2'
 'Đường Lý Thường Kiệt']"
Ngã tư Lê Văn Sỹ,Nhà thờ Chợ Lớn,"['Đường Bạch Đằng' 'Đường Nguyễn Văn Linh' 'Đường Lê Văn Sỹ'
 'Đường Nguyễn Văn Quá' 'Đường Lý Thường Kiệt' 'Đường Pasteur'
 'Đường Lý Tự Trọng' 'Đường Trường Chinh' 'Đường Cái Vạn'
 'Đường Trần Hưng Đạo' 'Đường Lê Lợi' 'Đường Tô Hiệu'
 'Đường Cách Mạng Tháng Tám']"
Ngã tư Lê Văn Sỹ,Siêu thị Big C District 5,"['Đường 3/2' 'Đường Lý Thường Kiệt' 'Đường Nguyễn Văn Quá'
 'Đường Trần Hưng Đạo' 'Đường Lý Tự Trọng' 'Đường Bạch Đằng'
 'Đường Trường Chinh' 'Đường Tô Hiệu' 'Đường Lê Văn Sỹ' 'Đường Đồng Khởi'
 'Đường Cái Vạn' 'Đường Nguyễn Văn Linh' 'Đường Lê Lợi']"
Ngã tư Lê Văn Sỹ,Sân vận động Quận 5,"['Đường 3/2' 'Đường Cái Vạn' 'Đường Lý Thường Kiệt' 'Đường Lê Lợi'
 'Đường Nguyễn Văn Quá' 'Đường Trần Hưng Đạo' 'Đường Lý Tự Trọng'
 'Đường Bạch Đằng' 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Linh'
 'Đường Tô Hiệu' 'Đường Pasteur']"
Ngã tư Lê Văn Sỹ,Trung tâm Thương Mại Chợ Lớn,"['Đường Pasteur' 'Đường Lý Tự Trọng' 'Đường 3/2' 'Đường Cái Vạn'
 'Đường Nguyễn Văn Quá' 'Đường Cách Mạng Tháng Tám' 'Đường Lê Lợi'
 'Đường Trần Hưng Đạo' 'Đường Đồng Khởi' 'Đường Lý Thường Kiệt']"
Ngã tư Lê Văn Sỹ,Trung tâm Văn hóa Chợ Lớn,"['Đường Tô Hiệu' 'Đường Cách Mạng Tháng Tám' 'Đường Lê Văn Sỹ'
 'Đường Trần Hưng Đạo' 'Đường Lê Lợi' 'Đường Lý Tự Trọng'
 'Đường Lý Thường Kiệt' 'Đường Trường Chinh' 'Đường Đồng Khởi']"
Ngã tư Lê Văn Sỹ,Trung tâm Văn hóa Dân gian,"['Đường Tô Hiệu' 'Đường Lê Lợi' 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Linh'
 'Đường Lý Tự Trọng' 'Đường Pasteur' 'Đường Trường Chinh' 'Đường 3/2'
 'Đường Trần Hưng Đạo' 'Đường Cái Vạn' 'Đường Cách Mạng Tháng Tám'
 'Đường Bạch Đằng']"
Ngã tư Lê Văn Sỹ,Trung tâm Y tế Quận 5,"['Đường Nguyễn Văn Linh' 'Đường Trần Hưng Đạo' 'Đường Bạch Đằng'
 'Đường Tô Hiệu' 'Đường Nguyễn Văn Quá' 'Đường Trường Chinh'
 'Đường Lý Tự Trọng' 'Đường Cái Vạn' 'Đường Pasteur' 'Đường Đồng Khởi']"
Ngã tư Lê Văn Sỹ,Trường Tiểu học Chợ Lớn,"['Đường Pasteur' 'Đường Trường Chinh' 'Đường Trần Hưng Đạo'
 'Đường Lê Văn Sỹ' 'Đường 3/2' 'Đường Tô Hiệu' 'Đường Cái Vạn'
 'Đường Đồng Khởi' 'Đường Cách Mạng Tháng Tám' 'Đường Bạch Đằng'
 'Đường Nguyễn Văn Quá']"
Ngã tư Lê Văn Sỹ,Trường Trung học Chợ Lớn,"['Đường Nguyễn Văn Linh' 'Đường Lý Tự Trọng' 'Đường Bạch Đằng'
 'Đường Lê Lợi' 'Đường Pasteur' 'Đường Trường Chinh' 'Đường 3/2'
 'Đường Đồng Khởi' 'Đường Nguyễn Văn Quá' 'Đường Cái Vạn'
 'Đường Lê Văn Sỹ']"
Ngã tư Lê Văn Sỹ,Trạm xe buýt Quận 5,"['Đường Nguyễn Văn Linh' 'Đường Tô Hiệu' 'Đường Cái Vạn'
 'Đường Cách Mạng Tháng Tám' 'Đường Nguyễn Văn Quá' 'Đường Lý Tự Trọng'
 'Đường Trường Chinh' 'Đường Lý Thường Kiệt' 'Đường Lê Văn Sỹ'
 'Đường Lê Lợi' 'Đường Trần Hưng Đạo' 'Đường 3/2' 'Đường Bạch Đằng']"
Ngã tư Lê Văn Sỹ,Đền Bà Thiên Hậu,"['Đường Đồng Khởi' 'Đường Lê Văn Sỹ' 'Đường Trường Chinh'
 'Đường Lý Tự Trọng' 'Đường Lý Thường Kiệt' 'Đường Nguyễn Văn Linh'
 'Đường Bạch Đằng' 'Đường Cái Vạn' 'Đường Pasteur' 'Đường Tô Hiệu'
 'Đường Cách Mạng Tháng Tám']"
Ngã tư Lê Văn Sỹ,Đền Vua,"['Đường Đồng Khởi' 'Đường Tô Hiệu' 'Đường Lê Văn Sỹ'
 'Đường Nguyễn Văn Quá' 'Đường Lê Lợi' 'Đường Trường Chinh'
 'Đường Pasteur' 'Đường Nguyễn Văn Linh' 'Đường Trần Hưng Đạo'
 'Đường Cách Mạng Tháng Tám' 'Đường 3/2' 'Đường Bạch Đằng'
 'Đường Lý Thường Kiệt']"
Nhà thờ Chợ Lớn,Bưu điện Chợ Lớn,"['Đường Cách Mạng Tháng Tám' 'Đường Bạch Đằng' 'Đường Tô Hiệu'
 'Đường Lê Văn Sỹ' 'Đường Trường Chinh' 'Đường Cái Vạn' 'Đường 3/2'
 'Đường Trần Hưng Đạo' 'Đường Lê Lợi' 'Đường Pasteur'
 'Đường Lý Thường Kiệt' 'Đường Nguyễn Văn Quá' 'Đường Lý Tự Trọng'
 'Đường Đồng Khởi']"
Nhà thờ Chợ Lớn,Bảo tàng Quận 5,"['Đường Lê Lợi' 'Đường Trần Hưng Đạo' 'Đường Lý Tự Trọng'
 'Đường Nguyễn Văn Quá' 'Đường Tô Hiệu' 'Đường Lê Văn Sỹ' 'Đường Pasteur'
 'Đường 3/2' 'Đường Cách Mạng Tháng Tám' 'Đường Đồng Khởi'
 'Đường Trường Chinh']"
Nhà thờ Chợ Lớn,Bệnh viện Quận 5,"['Đường Lý Tự Trọng' 'Đường Nguyễn Văn Linh' 'Đường Cái Vạn' 'Đường 3/2'
 'Đường Lý Thường Kiệt' 'Đường Nguyễn Văn Quá' 'Đường Đồng Khởi'
 'Đường Lê Lợi' 'Đường Cách Mạng Tháng Tám' 'Đường Tô Hiệu'
 'Đường Bạch Đằng' 'Đường Trường Chinh']"
Nhà thờ Chợ Lớn,Chợ Bình Tây,"['Đường Pasteur' 'Đường 3/2' 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Linh'
 'Đường Lý Thường Kiệt' 'Đường Lý Tự Trọng' 'Đường Lê Lợi' 'Đường Cái Vạn'
 'Đường Tô Hiệu' 'Đường Đồng Khởi' 'Đường Trần Hưng Đạo'
 'Đường Trường Chinh']"
Nhà thờ Chợ Lớn,Chợ Bình Đông,"['Đường Tô Hiệu' 'Đường Lý Thường Kiệt' 'Đường Lê Lợi' 'Đường Lý Tự Trọng'
 'Đường Nguyễn Văn Quá' 'Đường Cách Mạng Tháng Tám' 'Đường 3/2'
 'Đường Trần Hưng Đạo' 'Đường Đồng Khởi' 'Đường Bạch Đằng' 'Đường Pasteur'
 'Đường Trường Chinh' 'Đường Lê Văn Sỹ']"
Nhà thờ Chợ Lớn,Công viên District 5,"['Đường Cái Vạn' 'Đường Bạch Đằng' 'Đường Cách Mạng Tháng Tám'
 'Đường Nguyễn Văn Quá' 'Đường Lý Thường Kiệt' 'Đường Đồng Khởi'
 'Đường Pasteur' 'Đường Tô Hiệu' 'Đường 3/2' 'Đường Lý Tự Trọng']"
Nhà thờ Chợ Lớn,Cửa hàng Điện máy X,"['Đường Pasteur' 'Đường Bạch Đằng' 'Đường Lê Văn Sỹ' 'Đường Trường Chinh'
 'Đường Tô Hiệu' 'Đường Trần Hưng Đạo' 'Đường Lê Lợi'
 'Đường Cách Mạng Tháng Tám' 'Đường Đồng Khởi' 'Đường Cái Vạn'
 'Đường Nguyễn Văn Quá' 'Đường Lý Tự Trọng' 'Đường Lý Thường Kiệt'
 'Đường 3/2']"
Nhà thờ Chợ Lớn,Ngã tư Lê Văn Sỹ,"['Đường Cách Mạng Tháng Tám' 'Đường Tô Hiệu' 'Đường Lý Tự Trọng'
 'Đường Nguyễn Văn Linh' 'Đường Pasteur' 'Đường Lý Thường Kiệt'
 'Đường Nguyễn Văn Quá' 'Đường Đồng Khởi' 'Đường Lê Văn Sỹ'
 'Đường Trần Hưng Đạo' 'Đường Trường Chinh' 'Đường Lê Lợi'
 'Đường Bạch Đằng' 'Đường Cái Vạn']"
Nhà thờ Chợ Lớn,Siêu thị Big C District 5,"['Đường Bạch Đằng' 'Đường Lê Lợi' 'Đường Lê Văn Sỹ' 'Đường Trường Chinh'
 'Đường Pasteur' 'Đường Lý Tự Trọng' 'Đường 3/2'
 'Đường Cách Mạng Tháng Tám' 'Đường Nguyễn Văn Quá'
 'Đường Nguyễn Văn Linh' 'Đường Tô Hiệu']"
Nhà thờ Chợ Lớn,Sân vận động Quận 5,"['Đường Cách Mạng Tháng Tám' 'Đường Cái Vạn' 'Đường Nguyễn Văn Linh'
 'Đường Lý Tự Trọng' 'Đường Bạch Đằng' 'Đường Lê Lợi' 'Đường Pasteur'
 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Quá' 'Đường Trần Hưng Đạo'
 'Đường Đồng Khởi' 'Đường Tô Hiệu' 'Đường Lý Thường Kiệt']"
Nhà thờ Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,"['Đường Cách Mạng Tháng Tám' 'Đường Tô Hiệu' 'Đường Trần Hưng Đạo'
 'Đường Lê Văn Sỹ' 'Đường Lý Thường Kiệt' 'Đường Pasteur'
 'Đường Nguyễn Văn Quá' 'Đường Lý Tự Trọng' 'Đường Cái Vạn'
 'Đường Trường Chinh' 'Đường Đồng Khởi' 'Đường 3/2' 'Đường Bạch Đằng'
 'Đường Nguyễn Văn Linh']"
Nhà thờ Chợ Lớn,Trung tâm Văn hóa Chợ Lớn,"['Đường Nguyễn Văn Linh' 'Đường Trường Chinh' 'Đường Nguyễn Văn Quá'
 'Đường Cái Vạn' 'Đường Bạch Đằng' 'Đường Tô Hiệu' 'Đường Pasteur'
 'Đường Lý Tự Trọng' 'Đường Lê Văn Sỹ' 'Đường Đồng Khởi' 'Đường 3/2'
 'Đường Cách Mạng Tháng Tám' 'Đường Trần Hưng Đạo']"
Nhà thờ Chợ Lớn,Trung tâm Văn hóa Dân gian,"['Đường Lý Thường Kiệt' 'Đường Nguyễn Văn Linh'
 'Đường Cách Mạng Tháng Tám' 'Đường Trường Chinh' 'Đường Nguyễn Văn Quá'
 'Đường Lý Tự Trọng' 'Đường Lê Văn Sỹ' 'Đường Đồng Khởi' 'Đường Tô Hiệu'
 'Đường Bạch Đằng' 'Đường 3/2' 'Đường Lê Lợi' 'Đường Cái Vạn'
 'Đường Pasteur']"
Nhà thờ Chợ Lớn,Trung tâm Y tế Quận 5,"['Đường Nguyễn Văn Linh' 'Đường 3/2' 'Đường Lý Tự Trọng' 'Đường Pasteur'
 'Đường Cách Mạng Tháng Tám' 'Đường Lê Lợi' 'Đường Đồng Khởi'
 'Đường Tô Hiệu' 'Đường Trường Chinh' 'Đường Trần Hưng Đạo'
 'Đường Lê Văn Sỹ' 'Đường Bạch Đằng' 'Đường Lý Thường Kiệt']"
Nhà thờ Chợ Lớn,Trường Tiểu học Chợ Lớn,"['Đường Lê Lợi' 'Đường Pasteur' 'Đường Lý Tự Trọng'
 'Đường Cách Mạng Tháng Tám' 'Đường Nguyễn Văn Linh' 'Đường Tô Hiệu'
 'Đường Cái Vạn' 'Đường Đồng Khởi' 'Đường Trần Hưng Đạo'
 'Đường Lý Thường Kiệt' 'Đường Trường Chinh']"
Nhà thờ Chợ Lớn,Trường Trung học Chợ Lớn,"['Đường Nguyễn Văn Linh' 'Đường Lý Tự Trọng' 'Đường Pasteur'
 'Đường Lê Văn Sỹ' 'Đường Trần Hưng Đạo' 'Đường Nguyễn Văn Quá'
 'Đường Bạch Đằng' 'Đường Tô Hiệu' 'Đường Lê Lợi' 'Đường Cái Vạn'
 'Đường Cách Mạng Tháng Tám' 'Đường Đồng Khởi']"
Nhà thờ Chợ Lớn,Trạm xe buýt Quận 5,"['Đường Lê Văn Sỹ' 'Đường Trường Chinh' 'Đường Lý Tự Trọng'
 'Đường Nguyễn Văn Linh' 'Đường Cái Vạn' 'Đường 3/2' 'Đường Đồng Khởi'
 'Đường Nguyễn Văn Quá' 'Đường Lý Thường Kiệt' 'Đường Trần Hưng Đạo'
 'Đường Bạch Đằng' 'Đường Pasteur' 'Đường Lê Lợi' 'Đường Tô Hiệu']"
Nhà thờ Chợ Lớn,Đền Bà Thiên Hậu,"['Đường Cái Vạn' 'Đường Lý Tự Trọng' 'Đường Nguyễn Văn Linh'
 'Đường Nguyễn Văn Quá' 'Đường Cách Mạng Tháng Tám' 'Đường Lê Văn Sỹ'
 'Đường Pasteur' 'Đường Lê Lợi' 'Đường Tô Hiệu' 'Đường Trường Chinh'
 'Đường Bạch Đằng' 'Đường Đồng Khởi' 'Đường 3/2']"
Nhà thờ Chợ Lớn,Đền Vua,"['Đường Nguyễn Văn Quá' 'Đường Lý Thường Kiệt' 'Đường Trần Hưng Đạo'
 'Đường 3/2' 'Đường Bạch Đằng' 'Đường Cách Mạng Tháng Tám' 'Đường Cái Vạn'
 'Đường Lê Văn Sỹ' 'Đường Tô Hiệu' 'Đường Lê Lợi' 'Đường Pasteur'
 'Đường Đồng Khởi' 'Đường Nguyễn Văn Linh' 'Đường Lý Tự Trọng']"
Siêu thị Big C District 5,Bưu điện Chợ Lớn,"['Đường Nguyễn Văn Quá' 'Đường Nguyễn Văn Linh' 'Đường Bạch Đằng'
 'Đường Trần Hưng Đạo' 'Đường Lê Văn Sỹ' 'Đường 3/2'
 'Đường Lý Thường Kiệt' 'Đường Lý Tự Trọng' 'Đường Pasteur']"
Siêu thị Big C District 5,Bảo tàng Quận 5,"['Đường Tô Hiệu' 'Đường Nguyễn Văn Linh' 'Đường Bạch Đằng' 'Đường 3/2'
 'Đường Cách Mạng Tháng Tám' 'Đường Lê Lợi' 'Đường Lê Văn Sỹ'
 'Đường Cái Vạn' 'Đường Nguyễn Văn Quá' 'Đường Lý Thường Kiệt'
 'Đường Đồng Khởi']"
Siêu thị Big C District 5,Bệnh viện Quận 5,"['Đường Đồng Khởi' 'Đường Trường Chinh' 'Đường Lê Văn Sỹ' 'Đường Pasteur'
 'Đường Cái Vạn' 'Đường Trần Hưng Đạo' 'Đường Lý Tự Trọng'
 'Đường Lý Thường Kiệt' 'Đường Nguyễn Văn Linh' 'Đường Lê Lợi' 'Đường 3/2'
 'Đường Bạch Đằng' 'Đường Cách Mạng Tháng Tám']"
Siêu thị Big C District 5,Chợ Bình Tây,"['Đường Cái Vạn' 'Đường Lê Lợi' 'Đường Tô Hiệu' 'Đường Đồng Khởi'
 'Đường Cách Mạng Tháng Tám' 'Đường Lý Tự Trọng' 'Đường Trần Hưng Đạo'
 'Đường Nguyễn Văn Linh' 'Đường Bạch Đằng' 'Đường Lê Văn Sỹ'
 'Đường Trường Chinh' 'Đường 3/2' 'Đường Pasteur']"
Siêu thị Big C District 5,Chợ Bình Đông,"['Đường 3/2' 'Đường Đồng Khởi' 'Đường Cách Mạng Tháng Tám'
 'Đường Trần Hưng Đạo' 'Đường Tô Hiệu' 'Đường Nguyễn Văn Quá'
 'Đường Pasteur' 'Đường Lý Thường Kiệt' 'Đường Lê Văn Sỹ'
 'Đường Lý Tự Trọng' 'Đường Bạch Đằng' 'Đường Nguyễn Văn Linh'
 'Đường Cái Vạn']"
Siêu thị Big C District 5,Công viên District 5,"['Đường Lê Lợi' 'Đường Nguyễn Văn Quá' 'Đường Trường Chinh'
 'Đường Tô Hiệu' 'Đường Lý Tự Trọng' 'Đường Đồng Khởi' 'Đường Pasteur'
 'Đường Nguyễn Văn Linh' 'Đường 3/2' 'Đường Bạch Đằng' 'Đường Cái Vạn'
 'Đường Lý Thường Kiệt']"
Siêu thị Big C District 5,Cửa hàng Điện máy X,"['Đường Lê Lợi' 'Đường 3/2' 'Đường Đồng Khởi' 'Đường Trường Chinh'
 'Đường Lý Tự Trọng' 'Đường Nguyễn Văn Quá' 'Đường Bạch Đằng'
 'Đường Lý Thường Kiệt' 'Đường Pasteur' 'Đường Nguyễn Văn Linh'
 'Đường Cách Mạng Tháng Tám' 'Đường Cái Vạn' 'Đường Trần Hưng Đạo'
 'Đường Tô Hiệu']"
Siêu thị Big C District 5,Ngã tư Lê Văn Sỹ,"['Đường Cái Vạn' 'Đường 3/2' 'Đường Lê Văn Sỹ' 'Đường Lý Tự Trọng'
 'Đường Cách Mạng Tháng Tám' 'Đường Trường Chinh' 'Đường Nguyễn Văn Quá'
 'Đường Nguyễn Văn Linh' 'Đường Pasteur' 'Đường Đồng Khởi'
 'Đường Lý Thường Kiệt' 'Đường Bạch Đằng']"
Siêu thị Big C District 5,Nhà thờ Chợ Lớn,"['Đường Nguyễn Văn Linh' 'Đường Lý Tự Trọng' 'Đường Tô Hiệu'
 'Đường Bạch Đằng' 'Đường Cách Mạng Tháng Tám' 'Đường Lê Văn Sỹ'
 'Đường Nguyễn Văn Quá' 'Đường Trường Chinh' 'Đường 3/2'
 'Đường Trần Hưng Đạo' 'Đường Cái Vạn' 'Đường Đồng Khởi'
 'Đường Lý Thường Kiệt' 'Đường Lê Lợi']"
Siêu thị Big C District 5,Sân vận động Quận 5,"['Đường 3/2' 'Đường Tô Hiệu' 'Đường Nguyễn Văn Quá' 'Đường Bạch Đằng'
 'Đường Cái Vạn' 'Đường Lý Tự Trọng' 'Đường Pasteur' 'Đường Lê Lợi'
 'Đường Trần Hưng Đạo' 'Đường Trường Chinh' 'Đường Lý Thường Kiệt'
 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Linh']"
Siêu thị Big C District 5,Trung tâm Thương Mại Chợ Lớn,"['Đường Lý Tự Trọng' 'Đường Trường Chinh' 'Đường Bạch Đằng'
 'Đường Nguyễn Văn Linh' 'Đường Cái Vạn' 'Đường Pasteur' 'Đường Lê Văn Sỹ'
 'Đường Đồng Khởi' 'Đường Tô Hiệu' 'Đường Trần Hưng Đạo' 'Đường 3/2'
 'Đường Cách Mạng Tháng Tám' 'Đường Lý Thường Kiệt']"
Siêu thị Big C District 5,Trung tâm Văn hóa Chợ Lớn,"['Đường 3/2' 'Đường Trần Hưng Đạo' 'Đường Cách Mạng Tháng Tám'
 'Đường Pasteur' 'Đường Trường Chinh' 'Đường Cái Vạn' 'Đường Lê Lợi'
 'Đường Nguyễn Văn Linh' 'Đường Nguyễn Văn Quá' 'Đường Bạch Đằng'
 'Đường Lý Tự Trọng' 'Đường Đồng Khởi']"
Siêu thị Big C District 5,Trung tâm Văn hóa Dân gian,"['Đường Lê Lợi' 'Đường Nguyễn Văn Quá' 'Đường Cách Mạng Tháng Tám'
 'Đường 3/2' 'Đường Lê Văn Sỹ' 'Đường Nguyễn Văn Linh'
 'Đường Trường Chinh' 'Đường Đồng Khởi' 'Đường Trần Hưng Đạo'
 'Đường Pasteur' 'Đường Lý Thường Kiệt' 'Đường Bạch Đằng']"
Siêu thị Big C District 5,Trung tâm Y tế Quận 5,"['Đường Nguyễn Văn Quá' 'Đường Trường Chinh' 'Đường Pasteur'
 'Đường Đồng Khởi' 'Đường Tô Hiệu' 'Đường Nguyễn Văn Linh'
 'Đường Lý Thường Kiệt' 'Đường Cái Vạn' 'Đường Lê Lợi' 'Đường Lý Tự Trọng'
 'Đường Lê Văn Sỹ' 'Đường Trần Hưng Đạo' 'Đường Cách Mạng Tháng Tám'
 'Đường 3/2']"
Siêu thị Big C District 5,Trường Tiểu học Chợ Lớn,"['Đường Cách Mạng Tháng Tám' 'Đường 3/2' 'Đường Bạch Đằng'
 'Đường Lê Văn Sỹ' 'Đường Tô Hiệu' 'Đường Cái Vạn' 'Đường Trường Chinh'
 'Đường Lê Lợi' 'Đường Trần Hưng Đạo' 'Đường Lý Thường Kiệt'
 'Đường Nguyễn Văn Linh' 'Đường Lý Tự Trọng']"
Siêu thị Big C District 5,Trường Trung học Chợ Lớn,"['Đường 3/2' 'Đường Trường Chinh' 'Đường Lý Tự Trọng'
 'Đường Trần Hưng Đạo' 'Đường Nguyễn Văn Linh' 'Đường Tô Hiệu'
 'Đường Lê Văn Sỹ' 'Đường Đồng Khởi' 'Đường Lý Thường Kiệt'
 'Đường Nguyễn Văn Quá' 'Đường Cái Vạn' 'Đường Lê Lợi' 'Đường Pasteur'
 'Đường Cách Mạng Tháng Tám' 'Đường Bạch Đằng']"
Siêu thị Big C District 5,Trạm xe buýt Quận 5,"['Đường Cái Vạn' 'Đường Đồng Khởi' 'Đường 3/2' 'Đường Nguyễn Văn Linh'
 'Đường Trần Hưng Đạo' 'Đường Lý Tự Trọng' 'Đường Bạch Đằng'
 'Đường Lý Thường Kiệt' 'Đường Lê Lợi' 'Đường Tô Hiệu' 'Đường Lê Văn Sỹ'
 'Đường Nguyễn Văn Quá' 'Đường Pasteur' 'Đường Trường Chinh'
 'Đường Cách Mạng Tháng Tám']"
Siêu thị Big C District 5,Đền Bà Thiên Hậu,"['Đường Pasteur' 'Đường Trường Chinh' 'Đường Trần Hưng Đạo'
 'Đường Cái Vạn' 'Đường Lê Lợi' 'Đường Tô Hiệu' 'Đường Đồng Khởi'
 'Đường Lý Tự Trọng' 'Đường 3/2' 'Đường Bạch Đằng' 'Đường Lê Văn Sỹ'
 'Đường Nguyễn Văn Quá' 'Đường Nguyễn Văn Linh']"
Siêu thị Big C District 5,Đền Vua,"['Đường Trường Chinh' 'Đường Cái Vạn' 'Đường 3/2' 'Đường Trần Hưng Đạo'
 'Đường Đồng Khởi' 'Đường Lý Thường Kiệt' 'Đường Nguyễn Văn Quá'
 'Đường Lê Văn Sỹ' 'Đường Lê Lợi' 'Đường Lý Tự Trọng' 'Đường Pasteur']"
Sân vận động Quận 5,Bưu điện Chợ Lớn,"['Đường Nguyễn Văn Linh' 'Đường Lý Tự Trọng' 'Đường Bạch Đằng' 'Đường 3/2'
 'Đường Tô Hiệu' 'Đường Trường Chinh' 'Đường Nguyễn Văn Quá'
 'Đường Lê Văn Sỹ' 'Đường Lý Thường Kiệt' 'Đường Cách Mạng Tháng Tám'
 'Đường Pasteur' 'Đường Đồng Khởi']"
